item	cond	wp	listType	rt	response	target	distracter	corrkey	list	correct	rep	POS	word	lemma	nchar	countForm	countLemma	open	cwo	owo	scode	age	gen	read
49B	SEV	1	B	1957	l	CAPOTRENO	ELUOTRGCE	L	listB1	TRUE	1	NOUN	capotreno	capotreno	9	481	548	1	NA	1	6RK	75	Maschio	Si
49B	SEV	2	B	23123	l	GERMOGLIA	CUECODUVC	L	listB1	TRUE	1	VER:fin	germoglia	germogliare	9	484	3328	1	NA	2	6RK	75	Maschio	Si
49B	SEV	3	B	4932	a	FORTE.	AVZBE.	A	listB1	TRUE	1	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
49B	SEV	0	B	12775	l	IL	PE	A	listB1	FALSE	2	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
49B	SEV	1	B	7433	l	CAPOTRENO	FLHAAZIVA	L	listB1	TRUE	2	NOUN	capotreno	capotreno	9	481	548	1	NA	1	6RK	75	Maschio	Si
49B	SEV	2	B	4237	l	GERMOGLIA	CUFUELHEQ	L	listB1	TRUE	2	VER:fin	germoglia	germogliare	9	484	3328	1	NA	2	6RK	75	Maschio	Si
49B	SEV	3	B	1692	l	FORTE.	OAZVB.	L	listB1	TRUE	2	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
49B	SEV	0	B	6654	l	IL	RU	A	listB1	FALSE	3	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
49B	SEV	1	B	11436	a	CAPOTRENO	SAVMRUUEF	A	listB1	TRUE	3	NOUN	capotreno	capotreno	9	481	548	1	NA	1	6RK	75	Maschio	Si
49B	SEV	2	B	1036	a	GERMOGLIA	OCOICMMES	A	listB1	TRUE	3	VER:fin	germoglia	germogliare	9	484	3328	1	NA	2	6RK	75	Maschio	Si
49B	SEV	3	B	5116	l	FORTE.	OFIZB.	L	listB1	TRUE	3	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
31B	SYC	0	B	1206	l	IL	ER	L	listB1	TRUE	1	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
31B	SYC	1	B	829	a	CANE	OROH	A	listB1	TRUE	1	NOUN	cane	cane	4	53811	117804	1	NA	1	6RK	75	Maschio	Si
31B	SYC	2	B	1076	a	CORRE	EHAMP	A	listB1	TRUE	1	VER:fin	corre	correre	5	30486	183770	1	NA	2	6RK	75	Maschio	Si
31B	SYC	3	B	763	a	VELOCE.	BQOEUQ.	A	listB1	TRUE	1	ADJ	veloce	veloce	6	56039	82879	1	NA	3	6RK	75	Maschio	Si
31B	SYC	0	B	887	l	IL	PA	L	listB1	TRUE	2	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
31B	SYC	1	B	692	a	CANE	GIZU	A	listB1	TRUE	2	NOUN	cane	cane	4	53811	117804	1	NA	1	6RK	75	Maschio	Si
31B	SYC	2	B	747	l	CORRE	GLAZA	L	listB1	TRUE	2	VER:fin	corre	correre	5	30486	183770	1	NA	2	6RK	75	Maschio	Si
31B	SYC	3	B	588	l	VELOCE.	UTOVNA.	L	listB1	TRUE	2	ADJ	veloce	veloce	6	56039	82879	1	NA	3	6RK	75	Maschio	Si
31B	SYC	0	B	750	a	IL	GE	A	listB1	TRUE	3	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
31B	SYC	1	B	525	l	CANE	EICL	L	listB1	TRUE	3	NOUN	cane	cane	4	53811	117804	1	NA	1	6RK	75	Maschio	Si
31B	SYC	2	B	756	a	CORRE	TUVAD	A	listB1	TRUE	3	VER:fin	corre	correre	5	30486	183770	1	NA	2	6RK	75	Maschio	Si
31B	SYC	3	B	916	a	VELOCE.	OCAOSF.	A	listB1	TRUE	3	ADJ	veloce	veloce	6	56039	82879	1	NA	3	6RK	75	Maschio	Si
33B	SYC	0	B	1079	l	IL	PE	L	listB1	TRUE	1	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
33B	SYC	1	B	1156	a	PASSERO	BLPIEPI	A	listB1	TRUE	1	VER:fin	passero	<unknown>	7	1252	NA	1	NA	1	6RK	75	Maschio	Si
33B	SYC	2	B	1227	a	VOLA.	CAAT.	A	listB1	TRUE	1	VER:fin	vola	volare	4	10400	56369	1	NA	2	6RK	75	Maschio	Si
33B	SYC	0	B	686	l	IL	OT	L	listB1	TRUE	2	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
33B	SYC	1	B	765	a	PASSERO	TFTUEIC	A	listB1	TRUE	2	VER:fin	passero	<unknown>	7	1252	NA	1	NA	1	6RK	75	Maschio	Si
33B	SYC	2	B	828	l	VOLA.	URUB.	L	listB1	TRUE	2	VER:fin	vola	volare	4	10400	56369	1	NA	2	6RK	75	Maschio	Si
33B	SYC	0	B	846	l	IL	IC	L	listB1	TRUE	3	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
33B	SYC	1	B	876	l	PASSERO	DEOOHZN	L	listB1	TRUE	3	VER:fin	passero	<unknown>	7	1252	NA	1	NA	1	6RK	75	Maschio	Si
33B	SYC	2	B	716	a	VOLA.	EPHI.	A	listB1	TRUE	3	VER:fin	vola	volare	4	10400	56369	1	NA	2	6RK	75	Maschio	Si
35B	SYC	0	B	1967	l	LE	RA	L	listB1	TRUE	1	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
35B	SYC	1	B	1117	l	MAESTRE	QLAMAAS	L	listB1	TRUE	1	NOUN	maestre	maestra	7	3378	11010	1	NA	1	6RK	75	Maschio	Si
35B	SYC	2	B	844	a	SPIEGANO	AAISSUVH	A	listB1	TRUE	1	VER:fin	spiegano	spiegare	8	15537	354562	1	NA	2	6RK	75	Maschio	Si
35B	SYC	3	B	1021	a	BENE.	LLIU.	A	listB1	TRUE	1	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
35B	SYC	0	B	918	a	LE	DU	A	listB1	TRUE	2	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
35B	SYC	1	B	653	a	MAESTRE	LDEURGO	A	listB1	TRUE	2	NOUN	maestre	maestra	7	3378	11010	1	NA	1	6RK	75	Maschio	Si
35B	SYC	2	B	788	l	SPIEGANO	IUBTTGIA	L	listB1	TRUE	2	VER:fin	spiegano	spiegare	8	15537	354562	1	NA	2	6RK	75	Maschio	Si
35B	SYC	3	B	716	a	BENE.	PEFO.	A	listB1	TRUE	2	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
35B	SYC	0	B	726	l	LE	ZI	L	listB1	TRUE	3	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
35B	SYC	1	B	588	a	MAESTRE	CCMUOEQ	A	listB1	TRUE	3	NOUN	maestre	maestra	7	3378	11010	1	NA	1	6RK	75	Maschio	Si
35B	SYC	2	B	1325	a	SPIEGANO	PANESPUI	A	listB1	TRUE	3	VER:fin	spiegano	spiegare	8	15537	354562	1	NA	2	6RK	75	Maschio	Si
35B	SYC	3	B	708	l	BENE.	UUDT.	L	listB1	TRUE	3	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
37B	SYC	0	B	1174	a	LA	AS	A	listB1	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
37B	SYC	1	B	1565	l	SEDIA	CEOOC	L	listB1	TRUE	1	NOUN	sedia	sedia	5	17772	27519	1	NA	1	6RK	75	Maschio	Si
37B	SYC	2	B	1013	l	STA	GEQ	L	listB1	TRUE	1	VER:fin	sta	stare	3	532530	1484866	1	NA	2	6RK	75	Maschio	Si
37B	SYC	3	B	1565	a	QUI.	UOT.	A	listB1	TRUE	1	ADV	qui	qui	3	596519	701543	0	2	NA	6RK	75	Maschio	Si
37B	SYC	0	B	703	l	LA	CU	L	listB1	TRUE	2	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
37B	SYC	1	B	756	a	SEDIA	SMEUA	A	listB1	TRUE	2	NOUN	sedia	sedia	5	17772	27519	1	NA	1	6RK	75	Maschio	Si
37B	SYC	2	B	964	a	STA	GEZ	A	listB1	TRUE	2	VER:fin	sta	stare	3	532530	1484866	1	NA	2	6RK	75	Maschio	Si
37B	SYC	3	B	1460	a	QUI.	EEL.	A	listB1	TRUE	2	ADV	qui	qui	3	596519	701543	0	2	NA	6RK	75	Maschio	Si
37B	SYC	0	B	726	a	LA	VO	A	listB1	TRUE	3	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
37B	SYC	1	B	684	l	SEDIA	SEIFE	L	listB1	TRUE	3	NOUN	sedia	sedia	5	17772	27519	1	NA	1	6RK	75	Maschio	Si
37B	SYC	2	B	755	a	STA	VRO	A	listB1	TRUE	3	VER:fin	sta	stare	3	532530	1484866	1	NA	2	6RK	75	Maschio	Si
37B	SYC	3	B	852	a	QUI.	ACA.	A	listB1	TRUE	3	ADV	qui	qui	3	596519	701543	0	2	NA	6RK	75	Maschio	Si
39B	SYC	0	B	2030	l	IL	ZO	L	listB1	TRUE	1	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
39B	SYC	1	B	1157	l	BAMBINO	VBUFEEZ	L	listB1	TRUE	1	NOUN	bambino	bambino	7	151888	509570	1	NA	1	6RK	75	Maschio	Si
39B	SYC	2	B	1260	l	GIOCA	QIOCA	A	listB1	FALSE	1	VER:fin	gioca	giocare	5	38392	221848	1	NA	2	6RK	75	Maschio	Si
39B	SYC	3	B	3244	l	LONTANO.	DHZEIUB.	L	listB1	TRUE	1	ADJ	lontano	lontano	7	105039	198452	1	NA	3	6RK	75	Maschio	Si
39B	SYC	0	B	775	a	IL	EC	A	listB1	TRUE	2	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
39B	SYC	1	B	973	l	BAMBINO	IHSAMIT	L	listB1	TRUE	2	NOUN	bambino	bambino	7	151888	509570	1	NA	1	6RK	75	Maschio	Si
39B	SYC	2	B	813	a	GIOCA	SEADA	A	listB1	TRUE	2	VER:fin	gioca	giocare	5	38392	221848	1	NA	2	6RK	75	Maschio	Si
39B	SYC	3	B	1077	l	LONTANO.	ECTBOIM.	L	listB1	TRUE	2	ADJ	lontano	lontano	7	105039	198452	1	NA	3	6RK	75	Maschio	Si
39B	SYC	0	B	655	a	IL	LI	A	listB1	TRUE	3	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
39B	SYC	1	B	764	a	BAMBINO	FDUBGUO	A	listB1	TRUE	3	NOUN	bambino	bambino	7	151888	509570	1	NA	1	6RK	75	Maschio	Si
39B	SYC	2	B	725	l	GIOCA	ALIUN	L	listB1	TRUE	3	VER:fin	gioca	giocare	5	38392	221848	1	NA	2	6RK	75	Maschio	Si
39B	SYC	3	B	772	l	LONTANO.	MACTOAL.	L	listB1	TRUE	3	ADJ	lontano	lontano	7	105039	198452	1	NA	3	6RK	75	Maschio	Si
32B	SYV	0	B	855	a	LE	OV	A	listB1	TRUE	1	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
32B	SYV	1	B	1092	a	RAGAZZE	NUFLAME	A	listB1	TRUE	1	NOUN	ragazze	ragazza	7	56333	150147	1	NA	1	6RK	75	Maschio	Si
32B	SYV	2	B	1588	l	CANTA	EOZCB	L	listB1	TRUE	1	VER:fin	canta	cantare	5	14852	83987	1	NA	2	6RK	75	Maschio	Si
32B	SYV	3	B	1165	a	BENE.	DVIE.	A	listB1	TRUE	1	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
32B	SYV	0	B	598	a	LE	ZE	A	listB1	TRUE	2	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
32B	SYV	1	B	836	a	RAGAZZE	DEQAPNU	A	listB1	TRUE	2	NOUN	ragazze	ragazza	7	56333	150147	1	NA	1	6RK	75	Maschio	Si
32B	SYV	2	B	636	a	CANTA	OSEMV	A	listB1	TRUE	2	VER:fin	canta	cantare	5	14852	83987	1	NA	2	6RK	75	Maschio	Si
32B	SYV	3	B	2733	l	BENE.	RUCI.	L	listB1	TRUE	2	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
32B	SYV	0	B	790	l	LE	IB	L	listB1	TRUE	3	ART	Le	la	2	1428406	42872777	0	1	NA	6RK	75	Maschio	Si
32B	SYV	1	B	605	l	RAGAZZE	EZIOVGS	L	listB1	TRUE	3	NOUN	ragazze	ragazza	7	56333	150147	1	NA	1	6RK	75	Maschio	Si
32B	SYV	2	B	668	a	CANTA	ATZOG	A	listB1	TRUE	3	VER:fin	canta	cantare	5	14852	83987	1	NA	2	6RK	75	Maschio	Si
32B	SYV	3	B	956	a	BENE.	EBOT.	A	listB1	TRUE	3	ADV	bene	bene	4	646059	921546	0	2	NA	6RK	75	Maschio	Si
34B	SYV	0	B	1518	l	LA	EZ	L	listB1	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
34B	SYV	1	B	733	a	MAMMA	HNOAC	A	listB1	TRUE	1	NOUN	mamma	mamma	5	66289	92439	1	NA	1	6RK	75	Maschio	Si
34B	SYV	2	B	1540	l	DORMONO	NTAHRAA	L	listB1	TRUE	1	VER:fin	dormono	dormire	7	3353	73451	1	NA	2	6RK	75	Maschio	Si
34B	SYV	3	B	1589	a	PRESTO.	HUOTBP.	A	listB1	TRUE	1	ADV	presto	presto	6	158653	171492	0	2	NA	6RK	75	Maschio	Si
34B	SYV	0	B	3623	l	LA	BE	L	listB1	TRUE	2	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
34B	SYV	1	B	1828	l	MAMMA	HAUBH	L	listB1	TRUE	2	NOUN	mamma	mamma	5	66289	92439	1	NA	1	6RK	75	Maschio	Si
34B	SYV	2	B	684	a	DORMONO	TQAQPAO	A	listB1	TRUE	2	VER:fin	dormono	dormire	7	3353	73451	1	NA	2	6RK	75	Maschio	Si
34B	SYV	3	B	612	a	PRESTO.	NUAFSS.	A	listB1	TRUE	2	ADV	presto	presto	6	158653	171492	0	2	NA	6RK	75	Maschio	Si
34B	SYV	0	B	887	l	LA	RI	A	listB1	FALSE	3	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
34B	SYV	1	B	901	a	MAMMA	CEDZE	A	listB1	TRUE	3	NOUN	mamma	mamma	5	66289	92439	1	NA	1	6RK	75	Maschio	Si
34B	SYV	2	B	1003	l	DORMONO	LRECGIU	L	listB1	TRUE	3	VER:fin	dormono	dormire	7	3353	73451	1	NA	2	6RK	75	Maschio	Si
34B	SYV	3	B	675	a	PRESTO.	COCZIC.	A	listB1	TRUE	3	ADV	presto	presto	6	158653	171492	0	2	NA	6RK	75	Maschio	Si
36B	SYV	0	B	1558	l	IL	EM	L	listB1	TRUE	1	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
36B	SYV	1	B	1859	a	GATTO	UGQTA	A	listB1	TRUE	1	NOUN	gatto	gatto	5	22226	51884	1	NA	1	6RK	75	Maschio	Si
36B	SYV	2	B	6549	a	SCAPPANO	TZUETDPU	A	listB1	TRUE	1	VER:fin	scappano	scappare	8	2315	41336	1	NA	2	6RK	75	Maschio	Si
36B	SYV	3	B	3550	l	FUORI.	MARAI.	L	listB1	TRUE	1	ADV	fuori	fuori	5	393771	417270	0	2	NA	6RK	75	Maschio	Si
36B	SYV	0	B	3182	l	IL	OS	L	listB1	TRUE	2	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
36B	SYV	1	B	3893	a	GATTO	QNALE	A	listB1	TRUE	2	NOUN	gatto	gatto	5	22226	51884	1	NA	1	6RK	75	Maschio	Si
36B	SYV	2	B	1292	l	SCAPPANO	ONPNCUHO	L	listB1	TRUE	2	VER:fin	scappano	scappare	8	2315	41336	1	NA	2	6RK	75	Maschio	Si
36B	SYV	3	B	804	a	FUORI.	ESBIE.	A	listB1	TRUE	2	ADV	fuori	fuori	5	393771	417270	0	2	NA	6RK	75	Maschio	Si
36B	SYV	0	B	1062	a	IL	IM	A	listB1	TRUE	3	ART	Il	il	2	4690327	50202323	0	1	NA	6RK	75	Maschio	Si
36B	SYV	1	B	5061	a	GATTO	DURCA	A	listB1	TRUE	3	NOUN	gatto	gatto	5	22226	51884	1	NA	1	6RK	75	Maschio	Si
36B	SYV	2	B	1492	l	SCAPPANO	FZEOLOQH	L	listB1	TRUE	3	VER:fin	scappano	scappare	8	2315	41336	1	NA	2	6RK	75	Maschio	Si
36B	SYV	3	B	4357	l	FUORI.	IOOND.	L	listB1	TRUE	3	ADV	fuori	fuori	5	393771	417270	0	2	NA	6RK	75	Maschio	Si
38B	SYV	0	B	1471	l	LA	PI	L	listB1	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
38B	SYV	1	B	860	a	DONNA	SUQEN	A	listB1	TRUE	1	NOUN	donna	donna	5	233953	580156	1	NA	1	6RK	75	Maschio	Si
38B	SYV	2	B	1508	l	PARLANO	OMZHBAE	L	listB1	TRUE	1	VER:fin	parlano	parlare	7	43593	909141	1	NA	2	6RK	75	Maschio	Si
38B	SYV	3	B	971	a	PIANO.	MIUUZ.	A	listB1	TRUE	1	NOUN	piano	piano	5	450577	703276	1	NA	3	6RK	75	Maschio	Si
38B	SYV	0	B	583	a	LA	OZ	A	listB1	TRUE	2	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
38B	SYV	1	B	756	a	DONNA	AGEST	A	listB1	TRUE	2	NOUN	donna	donna	5	233953	580156	1	NA	1	6RK	75	Maschio	Si
38B	SYV	2	B	821	l	PARLANO	VTOSVIU	L	listB1	TRUE	2	VER:fin	parlano	parlare	7	43593	909141	1	NA	2	6RK	75	Maschio	Si
38B	SYV	3	B	1948	l	PIANO.	AISEB.	L	listB1	TRUE	2	NOUN	piano	piano	5	450577	703276	1	NA	3	6RK	75	Maschio	Si
38B	SYV	0	B	711	l	LA	OQ	L	listB1	TRUE	3	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
38B	SYV	1	B	1044	a	DONNA	LBUTE	A	listB1	TRUE	3	NOUN	donna	donna	5	233953	580156	1	NA	1	6RK	75	Maschio	Si
38B	SYV	2	B	1067	l	PARLANO	ULMEQDA	L	listB1	TRUE	3	VER:fin	parlano	parlare	7	43593	909141	1	NA	2	6RK	75	Maschio	Si
38B	SYV	3	B	700	a	PIANO.	PSAIE.	A	listB1	TRUE	3	NOUN	piano	piano	5	450577	703276	1	NA	3	6RK	75	Maschio	Si
40B	SYV	0	B	1727	l	LA	IM	L	listB1	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
40B	SYV	1	B	1316	l	FINESTRA	PIHIVPUD	L	listB1	TRUE	1	NOUN	finestra	finestra	8	62756	94479	1	NA	1	6RK	75	Maschio	Si
40B	SYV	2	B	1805	l	TREMANO	VAHDSIO	L	listB1	TRUE	1	VER:fin	tremano	tremare	7	1217	16999	1	NA	2	6RK	75	Maschio	Si
40B	SYV	3	B	893	a	FORTE.	ABRCU.	A	listB1	TRUE	1	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
40B	SYV	0	B	1159	a	LA	ME	A	listB1	TRUE	2	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
40B	SYV	1	B	1035	l	FINESTRA	UHBULBAT	L	listB1	TRUE	2	NOUN	finestra	finestra	8	62756	94479	1	NA	1	6RK	75	Maschio	Si
40B	SYV	2	B	1981	l	TREMANO	GZIRAOT	L	listB1	TRUE	2	VER:fin	tremano	tremare	7	1217	16999	1	NA	2	6RK	75	Maschio	Si
40B	SYV	3	B	724	a	FORTE.	HSAIZ.	A	listB1	TRUE	2	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
40B	SYV	0	B	959	l	LA	UP	L	listB1	TRUE	3	ART	La	la	2	4222776	42872777	0	1	NA	6RK	75	Maschio	Si
40B	SYV	1	B	1469	a	FINESTRA	RBIPSUAP	A	listB1	TRUE	3	NOUN	finestra	finestra	8	62756	94479	1	NA	1	6RK	75	Maschio	Si
40B	SYV	2	B	836	l	TREMANO	EEGVQGE	L	listB1	TRUE	3	VER:fin	tremano	tremare	7	1217	16999	1	NA	2	6RK	75	Maschio	Si
40B	SYV	3	B	811	a	FORTE.	UCREH.	A	listB1	TRUE	3	ADJ	forte	forte	5	298393	431082	1	NA	3	6RK	75	Maschio	Si
1	AAT	0		1043	l	IL	IR	L	listA2	TRUE	1	ART	Il	il	2	4690327	50202323	0	1	NA	ALD	53	Femmina	Si
1	AAT	1		774	a	GALLO	ROOSH	A	listA2	TRUE	1	NOUN	gallo	gallo	5	3240	4693	1	NA	1	ALD	53	Femmina	Si
1	AAT	2		1419	a	CANTA.	BLAZA.	A	listA2	TRUE	1	VER:fin	canta	cantare	5	14852	83987	1	NA	2	ALD	53	Femmina	Si
1	AAT	0		1120	l	IL	UQ	L	listA2	TRUE	2	ART	Il	il	2	4690327	50202323	0	1	NA	ALD	53	Femmina	Si
1	AAT	1		748	a	GALLO	UMRHI	A	listA2	TRUE	2	NOUN	gallo	gallo	5	3240	4693	1	NA	1	ALD	53	Femmina	Si
1	AAT	2		947	l	CANTA.	TUVAD.	L	listA2	TRUE	2	VER:fin	canta	cantare	5	14852	83987	1	NA	2	ALD	53	Femmina	Si
1	AAT	0		791	a	IL	ZE	A	listA2	TRUE	3	ART	Il	il	2	4690327	50202323	0	1	NA	ALD	53	Femmina	Si
1	AAT	1		692	a	GALLO	ACEPH	A	listA2	TRUE	3	NOUN	gallo	gallo	5	3240	4693	1	NA	1	ALD	53	Femmina	Si
1	AAT	2		733	a	CANTA.	GBOQE.	A	listA2	TRUE	3	VER:fin	canta	cantare	5	14852	83987	1	NA	2	ALD	53	Femmina	Si
10	AAT	0		1241	l	LA	IH	L	listA2	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	ALD	53	Femmina	Si
10	AAT	1		776	a	SIGNORA	HBOMLEU	A	listA2	TRUE	1	NOUN	signora	signora	7	57015	71094	1	NA	1	ALD	53	Femmina	Si
10	AAT	2		783	l	CHE	PMI	L	listA2	TRUE	1	CHE	che	che	3	27182874	27623366	0	2	NA	ALD	53	Femmina	Si
10	AAT	3		854	l	COMPRÒ	VDOGPG	L	listA2	TRUE	1	VER:fin	comprò	comprare	6	1036	122429	1	NA	2	ALD	53	Femmina	Si
10	AAT	4		647	l	LA	EM	L	listA2	TRUE	1	ART	la	la	2	25477273	42872777	0	3	NA	ALD	53	Femmina	Si
10	AAT	5		816	a	NOSTRA	DUUTMF	A	listA2	TRUE	1	DET:poss	nostra	nostro	6	520773	1628976	0	4	NA	ALD	53	Femmina	Si
10	AAT	6		713	l	AUTO	EFIO	L	listA2	TRUE	1	NOUN	auto	auto	4	143200	148861	1	NA	3	ALD	53	Femmina	Si
10	AAT	7		962	a	È	Ì	A	listA2	TRUE	1	VER:fin	è	essere	1	14929934	39239663	1	NA	4	ALD	53	Femmina	Si
10	AAT	8		895	a	DA	EP	A	listA2	TRUE	1	PRE	da	da	2	9235795	9726496	0	5	NA	ALD	53	Femmina	Si
10	AAT	9		1040	a	IERI	IQOA	A	listA2	TRUE	1	ADV	ieri	ieri	4	217914	259385	0	6	NA	ALD	53	Femmina	Si
10	AAT	10		1133	l	AMMALATA.	AQOFZEIN.	L	listA2	TRUE	1	ADJ	ammalata	ammalato	8	1747	10687	1	NA	5	ALD	53	Femmina	Si
10	AAT	0		996	l	LA	EB	L	listA2	TRUE	2	ART	La	la	2	4222776	42872777	0	1	NA	ALD	53	Femmina	Si
10	AAT	1		669	a	SIGNORA	LCUDHEI	A	listA2	TRUE	2	NOUN	signora	signora	7	57015	71094	1	NA	1	ALD	53	Femmina	Si
10	AAT	2		632	l	CHE	LUR	L	listA2	TRUE	2	CHE	che	che	3	27182874	27623366	0	2	NA	ALD	53	Femmina	Si
10	AAT	3		966	l	COMPRÒ	FTMSUM	L	listA2	TRUE	2	VER:fin	comprò	comprare	6	1036	122429	1	NA	2	ALD	53	Femmina	Si
10	AAT	4		721	l	LA	OS	L	listA2	TRUE	2	ART	la	la	2	25477273	42872777	0	3	NA	ALD	53	Femmina	Si
10	AAT	5		706	a	NOSTRA	DPSUOC	A	listA2	TRUE	2	DET:poss	nostra	nostro	6	520773	1628976	0	4	NA	ALD	53	Femmina	Si
10	AAT	6		860	a	AUTO	UGAA	A	listA2	TRUE	2	NOUN	auto	auto	4	143200	148861	1	NA	3	ALD	53	Femmina	Si
10	AAT	7		922	l	È	Ò	L	listA2	TRUE	2	VER:fin	è	essere	1	14929934	39239663	1	NA	4	ALD	53	Femmina	Si
10	AAT	8		1051	l	DA	IB	L	listA2	TRUE	2	PRE	da	da	2	9235795	9726496	0	5	NA	ALD	53	Femmina	Si
10	AAT	9		804	a	IERI	IORA	A	listA2	TRUE	2	ADV	ieri	ieri	4	217914	259385	0	6	NA	ALD	53	Femmina	Si
10	AAT	10		523	l	AMMALATA.	SIUAAHPB.	L	listA2	TRUE	2	ADJ	ammalata	ammalato	8	1747	10687	1	NA	5	ALD	53	Femmina	Si
10	AAT	0		692	l	LA	AN	L	listA2	TRUE	3	ART	La	la	2	4222776	42872777	0	1	NA	ALD	53	Femmina	Si
10	AAT	1		604	l	SIGNORA	OQIOMSQ	L	listA2	TRUE	3	NOUN	signora	signora	7	57015	71094	1	NA	1	ALD	53	Femmina	Si
10	AAT	2		685	a	CHE	OCN	A	listA2	TRUE	3	CHE	che	che	3	27182874	27623366	0	2	NA	ALD	53	Femmina	Si
10	AAT	3		590	l	COMPRÒ	ASHMCH	L	listA2	TRUE	3	VER:fin	comprò	comprare	6	1036	122429	1	NA	2	ALD	53	Femmina	Si
10	AAT	4		626	a	LA	EV	A	listA2	TRUE	3	ART	la	la	2	25477273	42872777	0	3	NA	ALD	53	Femmina	Si
10	AAT	5		838	a	NOSTRA	CTOMSI	A	listA2	TRUE	3	DET:poss	nostra	nostro	6	520773	1628976	0	4	NA	ALD	53	Femmina	Si
10	AAT	6		862	a	AUTO	OOUZ	A	listA2	TRUE	3	NOUN	auto	auto	4	143200	148861	1	NA	3	ALD	53	Femmina	Si
10	AAT	7		652	a	È	Ù	A	listA2	TRUE	3	VER:fin	è	essere	1	14929934	39239663	1	NA	4	ALD	53	Femmina	Si
10	AAT	8		771	l	DA	CA	L	listA2	TRUE	3	PRE	da	da	2	9235795	9726496	0	5	NA	ALD	53	Femmina	Si
10	AAT	9		1240	l	IERI	OMOA	L	listA2	TRUE	3	ADV	ieri	ieri	4	217914	259385	0	6	NA	ALD	53	Femmina	Si
10	AAT	10		782	l	AMMALATA.	OIOLOLDD.	L	listA2	TRUE	3	ADJ	ammalata	ammalato	8	1747	10687	1	NA	5	ALD	53	Femmina	Si
2	AAT	0		1073	l	LA	FI	L	listA2	TRUE	1	ART	La	la	2	4222776	42872777	0	1	NA	ALD	53	Femmina	Si
2	AAT	1		735	a	PICCOLA	LSEIUBN	A	listA2	TRUE	1	ADJ	piccola	piccolo	7	146133	646364	1	NA	1	ALD	53	Femmina	Si
2	AAT	2		1079	l	PARLA	AMVUC	L	listA2	TRUE	1	VER:fin	parla	parlare	5	188793	909141	1	NA	2	ALD	53	Femmina	Si
2	AAT	3		874	a	GIÀ.	RBE.	A	listA2	TRUE	1	ADV	già	già	3	1194062	1345572	0	2	NA	ALD	53	Femmina	Si
